ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_018323,2025-09-08 23:27:38,CUST_08003,individual,chat,billing,feature_request,high,resolved,standard,It would be great to have billing support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,23.8,0,positive,5,0,web,MEA
TCKT_018471,2025-09-01 10:54:55,CUST_00293,education,web_form,billing,security_concern,medium,resolved,gold,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",20.54,0,positive,5,0,android,APAC
TCKT_018498,2025-09-01 00:23:17,CUST_03737,education,web_form,mobile_app,bug,medium,on_hold,standard,The page keeps crashing whenever I try to open the mobile app section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,ios,APAC
TCKT_018626,2025-09-09 18:39:49,CUST_02927,small_business,web_form,login_auth,bug,low,in_progress,standard,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,android,APAC
TCKT_018721,2025-09-15 15:46:27,CUST_07784,small_business,email,billing,feature_request,medium,resolved,platinum,It would be great to have billing support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,11.3,0,positive,4,0,api_client,
TCKT_018882,2025-09-15 16:28:08,CUST_04295,small_business,email,notifications,billing_problem,medium,open,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,ios,MEA
TCKT_018917,2025-09-22 15:47:10,CUST_04383,non_profit,web_form,login_auth,security_concern,low,on_hold,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,1,web,MEA
TCKT_018978,2025-09-14 05:54:09,CUST_00162,small_business,phone_transcript,notifications,billing_problem,medium,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,43.07,0,very_negative,1,1,desktop_app,APAC
TCKT_018987,2025-09-02 09:16:49,CUST_03611,enterprise,web_form,notifications,account_access,high,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,1,0,api_client,APAC
TCKT_019130,2025-09-13 04:09:51,CUST_03193,small_business,web_form,api_integration,performance,low,in_progress,platinum,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,1,desktop_app,
TCKT_019138,2025-09-21 05:39:21,CUST_06539,education,phone_transcript,data_export,other,high,in_progress,gold,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,positive,0,0,ios,MEA
TCKT_019175,2025-09-10 06:27:20,CUST_08858,enterprise,phone_transcript,login_auth,billing_problem,medium,in_progress,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,1,negative,3,0,android,MEA
TCKT_019177,2025-09-27 11:50:58,CUST_05177,education,email,mobile_app,feature_request,medium,on_hold,standard,Our team needs more advanced options for mobile app.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,1,api_client,LATAM
TCKT_019211,2025-09-08 19:00:11,CUST_09822,individual,email,mobile_app,account_access,medium,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,20.7,0,neutral,4,0,desktop_app,APAC
TCKT_019256,2025-09-07 07:40:23,CUST_00434,non_profit,phone_transcript,mobile_app,how_to,low,in_progress,standard,I need help setting up mobile app for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,1,android,
TCKT_019287,2025-09-12 14:05:33,CUST_08567,individual,in_app,mobile_app,account_access,low,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,desktop_app,APAC
TCKT_019325,2025-09-29 23:51:42,CUST_04480,education,web_form,login_auth,other,low,in_progress,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,0,web,MEA
TCKT_019430,2025-09-22 12:14:00,CUST_01369,small_business,chat,data_export,account_access,medium,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,41.07,0,very_negative,2,0,desktop_app,MEA
TCKT_019566,2025-09-13 08:34:14,CUST_05266,individual,web_form,analytics_dashboard,billing_problem,high,in_progress,platinum,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,0,ios,
TCKT_019665,2025-09-09 12:53:29,CUST_01607,small_business,web_form,login_auth,performance,high,in_progress,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,negative,3,0,web,EU
TCKT_019690,2025-09-28 11:48:00,CUST_03926,enterprise,email,login_auth,account_access,medium,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,24.81,0,negative,0,0,ios,MEA
TCKT_019733,2025-09-12 13:55:21,CUST_09582,education,web_form,billing,other,low,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,39.95,0,negative,2,0,ios,APAC
TCKT_019832,2025-09-15 06:45:43,CUST_08943,small_business,phone_transcript,billing,performance,low,resolved,gold,Queries in the billing module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,19.62,0,neutral,0,0,web,APAC
TCKT_019968,2025-09-02 13:45:48,CUST_04669,enterprise,chat,billing,performance,high,resolved,standard,Queries in the billing module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,22.16,0,negative,0,0,android,EU
TCKT_020134,2025-09-27 06:28:08,CUST_07594,enterprise,in_app,billing,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,64.49,0,negative,3,0,android,APAC
TCKT_020173,2025-09-09 04:47:02,CUST_05635,small_business,web_form,notifications,account_access,medium,resolved,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,32.96,0,positive,0,0,desktop_app,APAC
TCKT_020187,2025-09-07 16:02:27,CUST_05618,individual,email,data_export,other,medium,resolved,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,6.42,0,positive,4,0,ios,EU
TCKT_020196,2025-09-20 10:25:24,CUST_04276,individual,chat,mobile_app,billing_problem,high,open,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,2,0,android,MEA
TCKT_020368,2025-09-17 12:53:42,CUST_06406,education,email,api_integration,bug,low,on_hold,standard,I am seeing an error message when I click on api integration.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,1,desktop_app,
TCKT_020369,2025-09-22 10:48:45,CUST_04462,education,in_app,notifications,security_concern,low,in_progress,gold,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,0,ios,LATAM
TCKT_020409,2025-09-12 13:07:28,CUST_04055,enterprise,chat,api_integration,account_access,medium,closed_no_action,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,67.17,0,positive,5,1,desktop_app,
TCKT_020434,2025-09-04 15:32:40,CUST_06143,education,email,billing,how_to,low,resolved,standard,Can you explain how to configure billing properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,36.39,0,very_positive,0,0,ios,
TCKT_020472,2025-09-15 04:27:08,CUST_08386,individual,email,notifications,feature_request,medium,in_progress,gold,It would be great to have notifications support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,2,0,desktop_app,
TCKT_020570,2025-09-26 08:08:11,CUST_02965,individual,in_app,notifications,how_to,high,in_progress,standard,How can I export my data from the notifications section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,neutral,0,0,api_client,APAC
TCKT_020619,2025-09-24 18:36:27,CUST_02600,non_profit,chat,notifications,bug,urgent,resolved,standard,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,Patched the bug and deployed a fix to production.,3.99,0,negative,3,0,ios,MEA
TCKT_020644,2025-09-29 01:13:43,CUST_09955,non_profit,email,login_auth,bug,medium,in_progress,platinum,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,1,android,MEA
TCKT_020671,2025-09-29 17:58:18,CUST_06397,education,chat,notifications,billing_problem,high,resolved,platinum,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,11.31,0,neutral,0,1,ios,LATAM
TCKT_020680,2025-09-08 23:21:48,CUST_04276,individual,web_form,mobile_app,how_to,medium,resolved,standard,How can I export my data from the mobile app section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,10.48,0,positive,4,0,ios,MEA
TCKT_020830,2025-09-26 13:33:05,CUST_04704,non_profit,web_form,login_auth,account_access,low,resolved,platinum,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,37.49,0,positive,4,0,desktop_app,EU
TCKT_020832,2025-09-09 11:30:59,CUST_06143,enterprise,chat,mobile_app,bug,low,in_progress,gold,The mobile app feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,0,api_client,
TCKT_020972,2025-09-06 22:51:44,CUST_03977,education,in_app,api_integration,how_to,low,resolved,gold,I need help setting up api integration for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,70.19,0,neutral,4,1,ios,APAC
TCKT_020996,2025-09-22 11:43:14,CUST_02245,individual,in_app,analytics_dashboard,bug,medium,closed_no_action,gold,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,123.01,0,neutral,0,0,api_client,LATAM
TCKT_021039,2025-09-21 06:35:19,CUST_02789,education,in_app,notifications,billing_problem,low,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,20.82,0,neutral,0,0,web,EU
TCKT_021065,2025-09-05 18:20:12,CUST_05704,non_profit,phone_transcript,analytics_dashboard,other,low,open,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,android,MEA
TCKT_021145,2025-09-23 23:32:23,CUST_03041,small_business,phone_transcript,mobile_app,other,low,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,45.34,1,neutral,4,0,web,LATAM
TCKT_021217,2025-09-01 04:57:53,CUST_06983,education,in_app,login_auth,security_concern,medium,resolved,standard,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",39.71,0,very_negative,2,0,api_client,APAC
TCKT_021271,2025-09-22 16:44:02,CUST_06666,individual,phone_transcript,analytics_dashboard,billing_problem,medium,in_progress,platinum,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,0,ios,LATAM
TCKT_021435,2025-09-24 22:25:01,CUST_04655,non_profit,web_form,login_auth,security_concern,medium,resolved,gold,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",24.73,0,very_negative,0,0,desktop_app,
TCKT_021571,2025-09-10 09:02:29,CUST_07219,small_business,web_form,mobile_app,security_concern,high,closed_no_action,standard,There seems to be a vulnerability in the mobile app functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,198.03,1,negative,3,0,web,MEA
TCKT_021575,2025-09-25 22:10:03,CUST_07856,individual,email,data_export,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",29.62,0,neutral,4,0,ios,
TCKT_021646,2025-09-14 11:54:05,CUST_07943,individual,web_form,api_integration,other,medium,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,9.92,0,neutral,4,0,android,LATAM
TCKT_021707,2025-09-23 08:13:34,CUST_09257,enterprise,phone_transcript,billing,security_concern,low,resolved,standard,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",45.2,0,negative,3,1,api_client,APAC
TCKT_021714,2025-09-12 08:48:19,CUST_09712,non_profit,in_app,billing,performance,urgent,open,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. This has been escalated to our on-call team for immediate attention.,,,0,negative,0,0,web,
TCKT_021851,2025-09-01 19:37:14,CUST_05791,individual,email,notifications,feature_request,high,closed_no_action,gold,Can you add an option to customize notifications?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,190.86,0,neutral,3,0,api_client,EU
TCKT_021959,2025-09-11 12:49:15,CUST_06158,non_profit,email,data_export,bug,low,in_progress,gold,The page keeps crashing whenever I try to open the data export section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,1,android,EU
TCKT_022082,2025-09-17 19:16:23,CUST_08763,individual,email,api_integration,performance,medium,resolved,standard,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,30.42,0,very_positive,5,0,ios,
TCKT_022089,2025-09-13 12:52:25,CUST_00603,non_profit,in_app,login_auth,performance,medium,closed_no_action,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,180.96,1,negative,2,0,web,EU
TCKT_022153,2025-09-30 08:12:15,CUST_06569,enterprise,web_form,api_integration,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,63.44,0,positive,0,0,desktop_app,LATAM
TCKT_022198,2025-09-03 05:11:01,CUST_07043,enterprise,email,analytics_dashboard,performance,low,open,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,1,desktop_app,LATAM
TCKT_022222,2025-09-27 17:38:31,CUST_04514,enterprise,phone_transcript,notifications,security_concern,medium,resolved,gold,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",7.88,0,very_negative,1,0,web,EU
TCKT_022226,2025-09-03 17:42:49,CUST_07019,small_business,in_app,analytics_dashboard,security_concern,low,in_progress,gold,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,api_client,EU
TCKT_022249,2025-09-30 03:19:33,CUST_07022,individual,email,login_auth,security_concern,low,in_progress,platinum,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,api_client,
TCKT_022267,2025-09-06 18:24:43,CUST_08752,individual,email,api_integration,feature_request,low,on_hold,standard,Can you add an option to customize api integration?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,web,
TCKT_022320,2025-09-27 04:28:22,CUST_01550,individual,in_app,mobile_app,security_concern,medium,closed_no_action,standard,There seems to be a vulnerability in the mobile app functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,221.91,0,neutral,3,0,api_client,EU
TCKT_022357,2025-09-20 18:03:34,CUST_02896,small_business,chat,data_export,other,high,on_hold,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,neutral,0,0,web,
TCKT_022409,2025-09-27 12:00:21,CUST_06550,enterprise,web_form,analytics_dashboard,how_to,urgent,closed_no_action,standard,Can you explain how to configure analytics dashboard properly?,Happy to help with your question. This has been escalated to our on-call team for immediate attention.,Ticket closed without further action after no response from the customer.,24.02,1,neutral,0,0,api_client,MEA
TCKT_022425,2025-09-30 15:18:10,CUST_00231,enterprise,web_form,api_integration,feature_request,high,in_progress,standard,Can you add an option to customize api integration?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,neutral,0,0,android,EU
TCKT_022507,2025-09-17 13:47:56,CUST_04562,education,in_app,login_auth,feature_request,urgent,resolved,gold,It would be great to have login auth support in your product.,Thanks for your feature suggestion. This has been escalated to our on-call team for immediate attention.,Captured the request and added it to the product backlog.,7.65,0,positive,5,1,android,APAC
TCKT_022515,2025-09-22 05:34:47,CUST_02808,small_business,email,api_integration,billing_problem,medium,in_progress,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,0,ios,EU
TCKT_022630,2025-09-15 22:35:24,CUST_02403,individual,in_app,billing,security_concern,high,closed_no_action,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,136.6,0,very_positive,0,0,android,APAC
TCKT_022640,2025-09-03 14:15:19,CUST_00492,non_profit,web_form,notifications,how_to,low,open,standard,Can you explain how to configure notifications properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,0,android,MEA
TCKT_022650,2025-09-29 09:55:21,CUST_04250,education,web_form,analytics_dashboard,bug,medium,open,standard,The analytics dashboard feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,2,0,desktop_app,APAC
TCKT_022700,2025-09-08 21:18:41,CUST_00912,education,chat,analytics_dashboard,how_to,high,resolved,gold,How can I export my data from the analytics dashboard section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,18.86,0,negative,2,0,web,APAC
TCKT_022776,2025-09-03 13:27:59,CUST_06754,small_business,web_form,mobile_app,how_to,low,in_progress,gold,How can I export my data from the mobile app section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,1,web,LATAM
TCKT_022800,2025-09-02 15:12:39,CUST_07971,non_profit,chat,api_integration,performance,medium,resolved,gold,The api integration page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,20.46,0,neutral,0,0,web,EU
TCKT_022824,2025-09-19 07:59:33,CUST_07266,enterprise,chat,data_export,how_to,medium,resolved,platinum,I need help setting up data export for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,42.27,0,neutral,0,0,android,LATAM
TCKT_022860,2025-09-19 11:43:44,CUST_05741,enterprise,phone_transcript,analytics_dashboard,bug,medium,resolved,standard,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,41.42,0,negative,2,0,ios,LATAM
TCKT_022923,2025-09-30 16:34:31,CUST_05171,small_business,phone_transcript,data_export,other,urgent,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,Provided general guidance and confirmed the issue was resolved.,0.82,0,neutral,4,0,ios,EU
TCKT_022937,2025-09-14 23:51:41,CUST_07406,individual,email,notifications,billing_problem,low,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,70.52,0,negative,0,1,android,EU
TCKT_022944,2025-09-30 22:43:48,CUST_09601,education,chat,notifications,billing_problem,low,resolved,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,8.59,0,negative,0,0,api_client,EU
TCKT_022958,2025-09-07 17:51:00,CUST_01747,non_profit,chat,data_export,security_concern,medium,on_hold,standard,There seems to be a vulnerability in the data export functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,1,web,LATAM
TCKT_023045,2025-09-12 11:08:21,CUST_03905,education,web_form,billing,feature_request,high,closed_no_action,platinum,Can you add an option to customize billing?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,62.77,0,positive,4,0,android,MEA
TCKT_023106,2025-09-17 20:01:35,CUST_05660,enterprise,chat,api_integration,feature_request,low,on_hold,standard,Can you add an option to customize api integration?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,api_client,MEA
TCKT_023119,2025-09-07 12:04:28,CUST_07024,enterprise,phone_transcript,notifications,other,high,resolved,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,8.26,0,very_positive,0,0,web,EU
TCKT_023270,2025-09-10 14:58:09,CUST_06515,enterprise,phone_transcript,analytics_dashboard,billing_problem,low,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,1,android,MEA
TCKT_023369,2025-09-22 17:53:36,CUST_01445,education,phone_transcript,analytics_dashboard,performance,low,resolved,standard,Queries in the analytics dashboard module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,61.55,0,negative,3,0,ios,EU
TCKT_023380,2025-09-06 21:02:28,CUST_04648,enterprise,web_form,data_export,other,high,resolved,gold,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,13.61,0,negative,0,1,desktop_app,EU
TCKT_023476,2025-09-28 15:56:02,CUST_04332,non_profit,in_app,billing,performance,low,resolved,gold,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,51.6,0,neutral,4,0,api_client,
TCKT_023491,2025-09-29 10:34:10,CUST_07444,non_profit,in_app,mobile_app,billing_problem,medium,in_progress,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,desktop_app,
TCKT_023551,2025-09-26 03:54:32,CUST_04802,small_business,chat,billing,other,high,in_progress,gold,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,1,web,EU
TCKT_023594,2025-09-09 07:24:10,CUST_08640,enterprise,email,login_auth,performance,medium,resolved,platinum,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,23.17,0,positive,5,0,ios,
TCKT_023673,2025-09-26 09:31:59,CUST_04582,small_business,web_form,login_auth,performance,high,open,standard,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,0,1,ios,
TCKT_023689,2025-09-21 02:13:45,CUST_09918,small_business,chat,billing,billing_problem,low,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,24.59,0,very_negative,2,1,ios,MEA
TCKT_023725,2025-09-07 21:33:35,CUST_08084,small_business,email,data_export,security_concern,low,closed_no_action,standard,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,115.61,0,negative,3,0,ios,EU
TCKT_023787,2025-09-24 10:04:17,CUST_08569,individual,web_form,notifications,billing_problem,high,open,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,negative,2,1,desktop_app,
TCKT_023804,2025-09-30 01:10:35,CUST_03806,individual,email,analytics_dashboard,how_to,low,resolved,standard,I need help setting up analytics dashboard for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,31.58,0,neutral,4,0,android,LATAM
TCKT_023873,2025-09-27 19:00:36,CUST_04042,small_business,web_form,data_export,performance,high,resolved,gold,The data export page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,11.16,0,neutral,4,1,api_client,EU
TCKT_023942,2025-09-04 17:13:13,CUST_02405,non_profit,web_form,notifications,other,low,open,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,ios,LATAM
TCKT_024029,2025-09-01 09:14:02,CUST_02247,individual,phone_transcript,billing,billing_problem,low,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,37.47,0,very_negative,1,0,ios,APAC
TCKT_024041,2025-09-15 23:04:09,CUST_00482,enterprise,email,notifications,security_concern,high,closed_no_action,standard,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,113.36,0,positive,0,0,desktop_app,LATAM
TCKT_024065,2025-09-02 13:48:26,CUST_06426,non_profit,phone_transcript,analytics_dashboard,feature_request,low,in_progress,gold,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,1,web,MEA
TCKT_024538,2025-09-22 00:03:24,CUST_04940,individual,phone_transcript,mobile_app,feature_request,medium,resolved,standard,Our team needs more advanced options for mobile app.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,35.67,0,positive,4,1,api_client,APAC
